Vendor,Category,City,Phone,Email,Description,Google Maps,IG
Royal Mansour,Venue,Marrakech, 05 29 80 80 80,marrakech@royalmansour.com,"At the Royal Mansour Marrakech, we believe in the magic of details in the smallest gestures. Starting behind the scenes, the chefs create a culinary emotional journey for wedding menus, meticulously orchestrated. The magic continues in the wedding location, where the hotel’s ambassadors will not fail to surprise you. Silverware, linens, floral decorations, ornamentations…No detail is spared. You can sit back, relax and trust in this impeccable service, to enjoy this once-in-a-lifetime day.",https://maps.app.goo.gl/ccfKJGfRE5G7rq1v8,https://www.instagram.com/royalmansourmarrakech/
Selman Marrakech,Venue,Marrakech,05 24 45 96 00,info@selman-marrakech.com,"An engagement, a wedding anniversary, or just the pure enjoyment of being in good company are the essential ingredients for success, coupled with the beautiful settings of the hotel. With Selman's signature style and backdrop these occasions will inevitably be of great note. Use the unexpected spaces around the stables for an atypical reception, or maybe a private tête-à-tête breakfast or dinner with an exclusive performance given by the elegant purebreds, right before your eyes... or bring a collection of friends together around the 80 meter pool for a relaxed reception.",https://maps.app.goo.gl/YaYVfop7iZLQBBkv8,https://www.instagram.com/selmanmarrakech/
Beldi Country Club,Venue,Marrakech,05 243-83950,,,"KM6 route du Barrage BP 210, Marrakech 40000",https://www.instagram.com/beldicountryclub/
The Oberoi Marrakech,Venue,Marrakech,05 25-081515,,,"Marrakech Route de, Rte d'Ouarzazate, Marrakech 40000",https://www.instagram.com/theoberoimarrakech/
 Four Seasons Resort Marrakech,Venue,Marrakech, 05 243-59200,,,"Av. de la Ménara, Marrakech 40000",https://www.instagram.com/fsmarrakech/
Mandarin Oriental Marrakech,Venue,Marrakech,05 242-98888,,,"Rte Golf Royal, Marrakech 40000",https://www.instagram.com/mo_marrakech
Amanjena Marrakech,Venue,Marrakech,05 243-99000,,,"km 12, Route de Ouarzazate، Marrakech 40000",https://www.instagram.com/amanjena/
Villa Taj Marrakech,Venue,Marrakech,06 61-949254,david@villatajmarrakech.com,,"Villa Taj، BP33 Douar el Faida, Tameslothe, Marrakesh 42312",https://www.instagram.com/villatajmarrakech/
The Levantine,Venue,Marrakech,06 66 313 999,,,https://maps.app.goo.gl/Qe9xrpwLX8782anFA,https://www.instagram.com/the_levantine_marrakech/?hl=en
Boutique Souk,Event Planner,Marrakech,06 61 324 475,info@boutiquesouk.com,"The magical city of Marrakech is a dream location for a destination wedding. Known as a special oasis between the Atlas Mountains and the desert, the landscape rich in palm and olive groves, citrus and rose farms offers breathtaking views, surroundings and endless photo opportunities. From Riads and Palaces to Atlas Mountain Kasbah’s, Marrakech and the countryside around it Boutique Souk has a carefully selected portfolio of partner venues to choose from according to the season of your wedding, number of guests and personal style.
A wedding in Marrakech is normally a 2 or 3 day affair, so venues for rehearsal suppers, brunches and pool parties are also carefully chosen to showcase the range of experiences the city has to offer.",,https://www.instagram.com/boutiquesouk/
Philocaly,Event Planner,Marrakech,06 38-383707,,Exceptional weddings & events that celebrate your history & legacy.,"Jnane Gueliz, Imm M, Office 20, Marrakech 44000",https://www.instagram.com/philocaly.weddings/
Maev Event,Event Planner,Marrakech,0 6 62 42 68 30,info@maevmaroc.com,"Du mariage classique à Marrakech, en passant par un mariage en plein désert, au mariage 1001 nuits, nous saurons vous faire rêver !
Notre équipe de Wedding planner est à votre écoute pour réaliser votre mariage de rêve. Toute l’équipe MAEV recherche pour vous les dernières tendances et innovations afin de vous surprendre avec un événement hors du commun.
Sans-cesse à l’écoute, nos wedding-planners se veulent rassurants quant à vos moindres craintes et sont à votre disposition depuis le premier contact jusqu’au jour J.
Nous vous proposons plusieurs thèmes tout en prenant en compte votre touche personnelle",,https://www.instagram.com/maev_weddings/
La Perle Events,Event Planner,Marrakech,,contact@la-perle-events.com,"La Perle Events is a boutique wedding and event planning agency which specializes in tailored destination weddings in Marrakesh. We plan, design and coordinate stylish elegant weddings and events for international clients.",,https://www.instagram.com/laperlevents_marrakech
Party Maroc,Event Planner,Marrakech,06 51-297145,mariad@partymaroc.com,,"62, Quartier Industriel Sidi Ghanem، طريق آسفي، Marrakesh 40000, Morocco 40 000 Marrakesh, Morocco",https://www.instagram.com/partymaroc_marrakech/
Amélie Wedding,Event Planner,Marrakech,,,,,https://www.instagram.com/amelie.wedding.marrakech/
Morocco Go Events,Event Planner,Marrakech,07 01033002,contact@moroccogoevents.com,,"Imm numéro 5, Centre d’affaires, Rue Abdellah Ben Yassine
Marrakech 40000 , Morocco",https://www.instagram.com/moroccogoevents
Mkfilms,Photographer,Marrakech,06 61 620 229,,,https://maps.app.goo.gl/bnPQjLHYWVtbef789,https://www.instagram.com/mkfilms.ma/
The Bloom Room,Florist,Marrakech,06 53555337,thebloomroom.marrakech@gmail.com,,"Boulevard Mansour Eddahbi 104
Guéliz, Marrakech",https://www.instagram.com/thebloomroom.marrakech/
She Said Yes,Event Planner,Marrakech,06 64 23 24 74,shesaidyes.ma@gmail.com,,,https://www.instagram.com/shesaidyes_ma/
Book In Marrakech Weddings,Event Planner,Marrakech,33 6 69 40 29 09,Bkinmarrakech@gmail.com,"Book in Marrakech is an event planning agency based in Marrakech. Our mission is to assist French and international couples who wish to unite in the ochre city. We have an in-depth knowledge of this destination, allowing us to offer you only the best.
Thanks to our hard work, and above all, to the many clients who have trusted us, we have quickly established ourselves as one of the most reputable agencies in the city. Passion, precision, and organization are the keys to a successful event.","Rue Ibn Sina Nouri, Atlassi Résidence Le Noyer A, 4th Floor
Apartment No. 44, Gueliz 40000 Marrakech",https://www.instagram.com/bookinmarrakech_weddings/
Hello moments & co,Event Planner,Marrakech,05 25 13 95 04,contact@hellomomentsco.com,"Our women-powered agency symbolizes strength, creativity, and dedication, which are the cornerstones of our success. We’ve been featured in numerous international wedding blogs and magazines, earning global recognition for our innovative concepts and exceptional service.
At Hello Moments & Co., we’re not just planners; we’re dream weavers, crafting unforgettable moments that transcend borders and expectations, making your dreams come true, one extraordinary event at a time.","Marrakech
34 Rue de la liberté",https://www.instagram.com/hellomomentsco/
Orchestre Abdessamad Errabie,Artist,Meknes,06 61537473,,Animation Gala - marriage - soirée privée,,https://www.instagram.com/abdessamaderrabie/?hl=en
Four Seasons Hotel Casablanca,Venue,Casablanca,05 290-73700,,,"Anfa Place Living Resort Boulevard de la Corniche, Casablanca, Morocco 20050",https://www.instagram.com/fscasablanca/
Hyatt Regency Casablanca,Venue,Casablanca, 05 224-31234,,,https://maps.app.goo.gl/3wyagxBgJmQ2jJA77,https://www.instagram.com/hyattregencycasablanca/
DAR JL,Venue,Marrakech,0661-210549,,"Dar JL in Marrakech is probably the loveliest venue in whole Morocco, that is why it has been chosen by prominent guests from all over the world for private celebrations, weddings and birthdays.
Dar JL in Marrakech is the perfect venue for exceptional parties for up to 100 guests, we can create events for you or work alongside you as wedding and event planners. We have a highly experienced team to look after you and plan your celebrations, but also your visits to the souks of Marrakech or perhaps to the mountains. Our highly experienced chefs will work with you to plan your meals and catering.
We will show you and your guests the Morocco that they will love.","M22F+45H, Arset Sdiguia Talaint Circuit de la Palmeraie, Marrakech 40000",https://www.instagram.com/darjlmarrakech/
El Minzah,Venue,Tanger,05 39 333 444,"sales.elminzah@leroyal.com
","The banquet and meeting rooms are ideal for a wide variety of events, from gala dinners and weddings to product launches and seminars. The three rooms - Salon El Koubah, Salon Ibn Battouta and Salon Yasmina - vary in size and atmosphere.
The equipment available includes a lectern, projection screen, large TV screen, multimedia projector, overhead projector, microphones and a sound system.","85 Rue de la Liberté, Tangier, Morocco",https://www.instagram.com/hotel_el_minzah/?hl=en
Palais Namaskar,Venue,Marrakech,05 24 29 98 00,sales@palaisnamaskar.com,"Set against the eternal magnificence of the Atlas Mountains, the mysterious Djebilet Hills and nearly four acres of lakes, Palais Namaskar creates the perfect setting for exclusive
celebrations and memorable receptions.

Our Chefs work with you to prepare menus, wedding cakes and cocktails, while our experienced event team assists you with personalisation and arrangements. Several kinds of entertainment options are available, including live bands, DJs, Moroccan orchestras and belly dancers.","Route de Bab Atlas, No.88/69, Province Syba, Marrakech",https://www.instagram.com/palais.namaskar/
Be Agafay,Venue,Marrakech,06 61-730665,beincontact@be-agafay.com,"Imagine celebrating unforgettable events in the stunning Agafay Desert, where we bring your vision to life with personalized experiences. Whether you’re planning a dream wedding under the stars, an exciting party for a birthday or anniversary, or a heartfelt celebration with family and friends, our enchanting setting provides the perfect backdrop. We also offer serene retreats designed for relaxation, mindfulness, and team building. Let us help you craft a unique experience that you and your guests will cherish forever. ","Agafay, Douar Lmilh Laaroussine, Marrakech 40272",https://www.instagram.com/beagafay/
El Fenn,Venue,Marrakech,05 244-41210,contact@el-fenn.com,"From the roof top to our courtyards, it’s up to you how you use our different spaces. Maybe you’ll have brunch or sunset cocktails on the terrace, dinner in one of our magical courtyards and dancing beside our candlelit pool. However you want to celebrate, we’re here to create your bespoke event. Just add a group of friends, family or colleagues and we’ll do the rest.","Derb Moulay Abdullah Ben Hezzian, 2, Marrakesh 40000",https://www.instagram.com/elfennmarrakech/
Palais Rhoul,Venue,Marrakech,07 02 085 025 ,info@palais-rhoul.com,"Palais Rhoul & Spa offers an idyllic setting for your private events, whether it’s an elegant wedding, a memorable anniversary or a warm family reunion. Nestled in the tranquil Palmeraie district, our space transforms into a luxurious showcase to celebrate your most precious moments. With our bespoke service and versatile venues, every occasion becomes an unforgettable experience, full of charm and intimacy.", Route de fès – km 5 Dar Tounsi Marrakech – Maroc,https://www.instagram.com/palaisrhoul_marrakech
La Siesta,Venue,Marrakech,06 06.605.612,contact@siesta-marrakech.com,"Un domaine enchanteur, composé d’hébergements de charme, d’un jardin arboré avec sa magnifique piscine et d’un sublime patio pour des soirées dignes des 1001 nuits…. Vous pourrez y imaginer votre anniversaire, votre mariage, votre séminaire ou vos séjours entre amis et famille, sans n’avoir rien à organiser. Nous avons pensé à tout pour votre confort et votre satisfaction…",Ouled Hassoune - Marrakech,https://www.instagram.com/siesta_marrakech/?hl=en
Kasbah LINAH,Venue,Marrakech,33 6 18 02 76 74,,"KASBAH LINAH est un lieu enchanteur à 25 mns de Marrakech, dont l'ambiance Bohème a su garder les accents d'une décoration marocaine traditionnelle. Avec sa piscine chauffée, elle est idéale pour tous vos événements.","Route de Ouarzazate km20, Marrakech 40000",https://www.instagram.com/kasbah_linah/?hl=en
Ksar Shama,Venue,Marrakech,06 61 240 270,contact@ksarshama.com,"Que ce soit pour un mariage féérique, un séminaire inspirant ou une journée de cohésion en équipe, Ksar Shama vous offre un cadre idyllique au cœur d’Ouirgane. Entre nature apaisante et infrastructures adaptées, nous vous accompagnons pour créer des événements uniques, sur mesure, dans une atmosphère chaleureuse et authentique.","Douar Marigha, Commune Ouirgane, Cercle Asni, Al Haouz, Marrakech",https://www.instagram.com/ksar.shama/?hl=en
Kasbah D'If,Venue,Marrakech,08 08 68 56 66 ,"contact@kasbahdif.com
","Just a short drive from Marrakech, proudly stands Kasbah D’If,a place shaped by tradition and the raw beauty of nature. Built from organic materials and crafted with ancestral techniques, it captures the soul of Morocco in a harmonious fusion of authenticity and modern comfort. Here, every wedding—big or small—feels like a story carved into the landscape, with golden deserts and ancient mountains bearing silent witness to each promise made.","Road of Amizmiz Km 27  Tamesloht
Agafay Desert, Marrakesh - Morocco",https://www.instagram.com/kasbahdif
Villa D,Venue,Marrakech,0670-707159,info@villadmarrakech.com,"On the road to Ouarzazate, you’ll discover Villa D, a true Moroccan oasis. The venue offers a collection of thoughtfully curated spaces to stay, unwind, and celebrate. Designed by Studio KO, Villa D strikes a unique balance—its minimalist, cathedral-like architecture exudes grandeur while maintaining an inviting, warm atmosphere. Each corner of Villa D is crafted to blend seamlessly with the surrounding desert landscape, offering guests a peaceful retreat infused with natural beauty. From sunrise vows to starlit dinners, Villa D promises a wedding experience that’s uniquely authentic.
","Route de Ouarzazate, Km 15 Marrakech, 40000 Maroc",https://www.instagram.com/villad.marrakech/
Kasbah Bab Ourika,Venue,Marrakech,06 61447789,bookings@kasbahbabourika.com,"Perched atop a hill, Kasbah Bab Ourika is a unique luxury boutique hotel offering breathtaking panoramic views of the surrounding natural beauty. Bathed in warm sunlight throughout the day and crowned by spectacular sunsets, the venue is much more than a place to unwind—it’s a desired destination for weddings and special events. Its seamless blend of modern amenities, cultural charm, and unique accommodations creates an unforgettable and romantic setting for life’s most cherished moments.
","Ourika Valley, Marrakech
",https://www.instagram.com/kasbahbabourika
Casa Abracadabra,Venue,Marrakech,06 11 29 27 45,info@casaabracadabra.com,"Beyond the bustle of Marrakech, Casa Abracadabra is a countryside treasure—a perfect haven for couples seeking a laid-back yet elegant wedding setting. The property features a variety of enchanting spaces to host every part of your celebration, from the ceremony to cocktails, aperitifs, buffet dinners, or formal seated meals. At its heart is a showstopping garden, perfect for creating postcard-worthy wedding photographs. Be it the glass-enclosed Pavilion, the charming Greenhouse, the grand Olive Avenue, or the breezy Outdoor Bar Garden, each space brings its own charm to your special day.
","Km. 13 Route Ourika, sur canal Zarraba, Marrakech 40000",https://www.instagram.com/casaabracadabra
Domaine Hayati,Venue,Marrakech,06 15 91 04 01,domainehayati@gmail.com,"Domaine Hayati is a private sanctuary where Moroccan soul meets modern elegance. Nestled among olive groves and secret gardens, it’s a place where time slows, emotions rise, and every moment becomes a lasting memory. From dream weddings to milestone celebrations, corporate retreats, and wellness escapes, every event at Domaine Hayati is crafted with elegance and attention to detail. ","Douar Mouissika, Tameslohte, Marrakesh 42312",https://www.instagram.com/domaine_hayati
Arousati by Bahija,Negafa,Rabat,06 48482898,,L'art et le plaisir de l'embellissement de la mariée,,https://www.instagram.com/arousatiofficiel
Andaluz Traiteur,Caterer,Rabat,06 68640540,,Nous transformons vos événements en expériences inoubliables avec des plats raffinés et sur-mesure.,,https://www.instagram.com/andaluztraiteur/?hl=en
Mohammed hajjaj,Photographer,Rabat,06 13082548,,Photographie et vidéographie,,https://www.instagram.com/photographie_hajjaj
Aarich Traiteur,Caterer,Rabat,06 61-330053,,"Fondée en 1996, Aarich Traiteur est une entreprise familiale, dont le rayon d'action s'étend du grand sud du Maroc. Acteur majeur du marché...",,https://www.instagram.com/aarich.traiteur
Bamoussi traiteur,Caterer,Safi,06 61456517,,,"171 rue mediouna quartie lala aicha jnane ilane, Safi, Morocco 46000",https://www.instagram.com/bamoussitraiteur/?hl=en
Traiteur Mustapha Safyani,Caterer,Safi,06 34494552,,,,https://www.instagram.com/traiteur_mustapha_safyani/?hl=en
Chez Fikri,Caterer,Safi,06 39150180,chez.fikri.events@gmail.com,𝕆𝕣𝕘𝕒𝕟𝕚𝕤𝕒𝕥𝕚𝕠𝕟 𝕖𝕥 𝕕𝕖́𝕔𝕠𝕣𝕒𝕥𝕚𝕠𝕟 𝕕𝕖 𝕗𝕖̂𝕥𝕖𝕤 𝕖𝕥 𝕔𝕖́𝕝𝕖́𝕓𝕣𝕒𝕥𝕚𝕠𝕟𝕤,"Av Driss Ben Nouceir, Safi, Morocco 46000",https://www.instagram.com/chezfikri/?hl=en
Sweet House,Event Planner,Safi,06 60877133,,,maps.app.goo.gl/aiiSsNDMGdG7KAXQ7?g_st=ic,https://www.instagram.com/sweet_house_safi/?hl=en
Moulahi abdeljalil,Caterer,Safi,06 61533650,,,,https://www.instagram.com/moulahi_abdeljalil/?hl=en
Safi Mariage,Photographer,Safi,06.03.40.81.63,,,"RUE H QARTIER OUMNIA BOUAB SAFI, Medina, Safi, Morocco 46000",https://www.instagram.com/safimariage/?hl=en
Abdelrhani Rhazouane,Decor,Safi,06 61904167,,"La piste
Les flammes 💥
Sonorisation 🎙️🎶🔊
Éclairage 💡
Décoration 💐🌹🔥
DJ🎚️💿
Événements des mariages 🤵👰
Soirée public/privé ✨","Hay el mohamadi, Medina, Safi, Morocco 46020",https://www.instagram.com/decoration_eclairage_mariage/?hl=en
SIMO ART,Photographer,Safi,06 00 820 187,,,https://maps.app.goo.gl/Wrer6tvz96cYWT9r9,https://www.instagram.com/simoartphotography/?hl=en
FIL D’OR,Dresses,Safi,06.18.21.69.49,,,,https://www.instagram.com/fildor.safi/
LUXE ORGANISATION,Caterer,Safi,06 31350957,,,N°1 rue 57 quartier bled ljed safi,https://www.instagram.com/luxe_organisation/?hl=en
Negafa Asmaa,Negafa,Safi,06 65 96 62 55,,, N° 16 RUE EL GHOFRAN QU MIFTAH ELKHIR SAFI.,https://www.instagram.com/negafa_asmaa/?hl=en
La Robe Secrete,Dresses,Marrakech,06 79656529,,,,https://www.instagram.com/larobesecrete_bychaimaa/?hl=en
Dar elbacha,Venue,Safi,06 60957584 ,,,"70 rue moussa bnou nousseir QU oued elbacha, Safi, Morocco 46020",https://www.instagram.com/dar_elbacha/?hl=en
SALLE ANNAKHIL,Venue,Safi,06 75 22 81 19,,Salle de fêtes et de conférences,"Route Dar Si Aissa (en face du lycée Khawarizmi), Safi, Morocco",https://www.instagram.com/salle_annakhil/?hl=en
Dar Lalla Aziza,Negafa,Safi,06 10 35 28 00,,𝐓𝐀𝐍𝐆𝐔𝐈𝐅 𝐃𝐄 𝐋𝐔𝐗𝐄 𝐁𝐘 𝐋𝐀𝐋𝐋𝐀 𝐀𝐙𝐈𝐙𝐀,"137 chahid Mohamed boulifa Qu najah el amir safi, Safi, Morocco 46000",https://www.instagram.com/dar.lalla.aziza/?hl=en
Oumaima Sabr,Photographer,Casablanca,0690 294 849,Omaima.saber.saber@gmail.com,,,https://www.instagram.com/oumaima_sabr_photographie
Riad Elamine,Venue,Fes,05 35740750,contact@riadelaminefes.com,"Weddings or birthdays, all special occasions deserve an unforgettable party.
Riad El Amine is the ideal place to organize a fabulous event.
Located in the ancient medina of Fez, Riad El Amine Fez offers a refreshing change from the typical meeting destination.
Intimate getaways, conferences, business meetings, or weddings up to 80 people","94-96 Bouajjara, Derb Majmaa Doula, Fes 30000, Morocco",https://www.instagram.com/riadelaminefes/
Riad Fes Nass Zmane,Venue,Fes,06 61-483858,,,"16 ARSET BENNIS DOUH, DERB HAMIA. 30000 SECTEUR 1009, 30000",https://www.instagram.com/riadfesnasszmane/?hl=en
Riad Fes Ziyat,Venue,Fes,05 357-40000,,"Riad Fes Ziyat & Spa boasts a captivating open-air terrace beneath a star-studded sky, creating the perfect setting for cherished moments with family and friends, romantic evenings, or any of your special celebrations.

Our gastronomic restaurant, accessible to both residents and non-residents, presents a tastefully curated Moroccan menu steeped in tradition and an international menu that caters to discerning palates. Our chef is dedicated to using only the freshest ingredients, and our array of spices and culinary components are handcrafted.

To add a touch of enchantment and intimacy to your events, we offer the mellifluous tunes of a lute musician, who serenades our guests during dinner, complemented by captivating oriental dance performances","17, derb sornas, fes medina, morocco",https://www.instagram.com/riadfesziyat/?hl=en
Riad Arabesque,Venue,Fes,05356-35321,,,"20 Derb El Miter, Fès",https://www.instagram.com/riadarabesque/?hl=en
Riad Alya,Venue,Fes,05 35633044,,,"8 bis Derb EL Guebbass Médina, Fez, Morocco 30000",https://www.instagram.com/riadalyafes/?hl=en
Le Bled by Chef Moha,Venue,Marrakech,06 08 08 12 12,contact@lebledmarrakech.com,"At “Le Bled by Chef Moha,” we offer a stunning natural setting at the gates of Marrakech, perfect for hosting all kinds of events. Whether it’s a wedding, birthday, corporate event, or private celebration, our team ensures a bespoke experience tailored to your needs.
Our expansive outdoor spaces, elegant indoor halls, and riad within “Le Bled” allow for both intimate and grand gatherings. Choose a garden reception, a starlit dinner by one of our pools, or an event in one of our spacious rooms equipped to host groups of varying sizes.",,https://www.instagram.com/lebled_bychefmoha
Ferme Sidi Safou,Venue,Marrakech,06 77 505 052,,"Le plus beau jour de votre vie doit être inoubliable. Il requiert beaucoup d’organisation et le soin des moindres détails. Dans un décor de rêve, une équipe de professionnels se met en quatre pour rendre cet événement magique et prestigieux.
Votre mariage se doit d’être le plus beau jour de votre vie, sans aucune ombre au tableau. Pour rendre ce jour inoubliable, il faut beaucoup d’organisation et le soin des moindres détails.
Dans le décor somptueux de la ferme Sidi Safou, tout est possible. A l’écoute de tous vos désirs, une équipe professionnelle se plie en quatre pour vous concocter un mariage de rêve.
Une cuisine exquise, une décoration à la carte, un service irréprochable et de luxueuses villas pour recevoir vos invités sont les ingrédients d’un mariage réussi, dont le souvenir fera palpiter vos coeurs votre vie durant.",,https://www.instagram.com/ferme.sidi.safou/
Villa Malika Silvana,Venue,Marrakech,0676 98 96 32,contact@villamalikasilvana.com,"LA Villa Malika Silvana a toutes les qualités et tous les atouts pour cela.
Depuis 10 ans, la villa Malika Silvana est devenue un lieu parmi les plus emblématiques qui offre son espace pour l'organisation de mariage, anniversaire, réunion familiale, team building, séjour bien être....
La nuit de repérage offerte vous permettra de prendre connaissance de la configuration des lieux et de découvrir les possibilités offertes par notre domaine.
Nos références réalisées et les témoignages de nos hôtes sont nos meilleures preuves.
Nous vous proposons une location villa Marrakech avec des services hôteliers personnalisés à votre demande. Pour tous vos besoins, veuillez nous contacter. Nous vous fournirons les prix ainsi que toutes les conditions et les avantages. Votre séjour à Marrakech restera certainement inoubliable.",,https://www.instagram.com/villamalikasilvana/
L’OLIVERAIE | Jnane Zitoune,Venue,Marrakech,06 61 15 67 89,,"Organisez vos plus beaux événements à l'Oliveraie Jnane Zitoune. Nos salles de réceptions sont implantées au coeur de 20 hectares d'oliviers pour des soirées mémorables. Complètement modulables, nos salles de fêtes pourront se transformer selon l'atmosphère que vous souhaitez donner à vos célébrations.  
Les deux salles de fête offrent une intimité préservée grâce à une végétation luxuriante. Que ce soit pour des mariages, baptêmes, célébrations diverses, concerts, anniversaires ou séminaires, nous réaliserons tous vos souhaits pour créer des moments inoubliables. 
Idéalement situé, l'Oliveraie permet une orientation simple pour vos convives. ",,https://www.instagram.com/oliveraie_evenement/
Karine Lawand,Event Planner,Marrakech,,,,,https://www.instagram.com/karinelawand/
Le Domaine des Remparts,Venue,Marrakech,06 61 29 00 36,,"The Domaine des Remparts is the ideal place to organize your wedding. Privatize our 5-star hotel for two days and take advantage of all the spaces: garden to accommodate 200 people and accommodation for 70 people. You can call on our on-site Caterer or on an outside Caterer (corkage fee). Thanks to our experience, we have many contacts with whom we are used to working. We can put you in touch with Wedding Planners, decorators, make-up artists, etc. All the highlights of your wedding can be organized at the Domaine des Remparts: photo shoot, dance party, brunch the next day, etc.
Weddings without privatization can be organized at the Domaine des Remparts. But in order not to disturb the tranquility of our occupants, the party will have to stop at 11 p.m.",,https://www.instagram.com/domaine.des.remparts/
Domaine Yakout,Venue,Marrakech,06 65 18 55 77,contact@domaineyakout.com,"Pour votre mariage, un anniversaire ou encore vos évènements d’entreprise ou privés, le Domaine Yakout vous offre des prestations sur mesure, sans aucune contrainte d’horaires, ni de voisinage. Le Domaine Yakout dispose de 2 espaces jardins, d’une oliveraie, d’une piscine, d’un Bar bien ombragé, les pieds dans l’eau et d’une pièce d’eau asiatique unique en son genre avec en son cœur une île discrète cernée de bambous. Deux ponts franchissent le bassin asiatique, des carpes multicolores, qui sont ici chez elles, vous regarderons prendre vos plus belles photos. Les possibilités de mise en scène sont tout simplement infinies pour aménager votre espace d’événement.",,https://www.instagram.com/domaineyakout/
Le Domaine du douar,Venue,Marrakech,06 62 733 923,,"Vous êtes à la recherche d’une villa en location à Marrakech pour célébrer votre amour ? Le Domaine du douar est l’adresse idéale pour organiser vos mariages sur mesure. Niché au cœur d’un paysage pittoresque, le domaine offre une expérience unique et mémorable pour votre grand jour.
Domaine du douar met à votre disposition d’élégants espaces enchanteurs qui s’adaptent à vos préférences et à des prix avantageux. Il propose des services haut de gamme pour faire de votre mariage un événement inoubliable. Nos prestataires expérimentés seront à vos côtés à chaque étape de la planification, de la coordination des détails logistiques à la création d’un menu personnalisé. 
Notre propriété dispose de différentes catégories de couchages, comprenant 12 suites avec leurs salles de bains, un appartement de trois chambres, une villa de cinq chambres et une tente de 16 lits superposés avec tout le confort nécessaire pour passer un séjour inoubliable à Marrakech. Cette magnifique propriété dispose également de 3 piscines, un terrain de tennis, 1 terrain de pétanque, un hammam, un espace billard, un baby foot, ping-pong… 
Nous nous engageons à surpasser vos attentes et à faire de votre journée spéciale un moment magique dont vous vous souviendrez toute votre vie.",,https://www.instagram.com/domaine_du_douar/
la Maison des Oliviers,Venue,Marrakech, 06 78 79 79 49,,"La Maison des Oliviers vous accueille dans un cadre magique des mille et une nuits, idéal pour célébrer tous vos évènements.
La Maison des Oliviers est l’endroit parfait pour organiser vos journées et vos soirées d’exceptions grâce à la multitude et à la variété de nos 3 hectares.
A seulement 3 heures de Paris et le soleil toute l’année, Marrakech est la destination phare pour se dire OUI !
Nous serons à vos côtés pour toute l’organisation de vos festivités.
Nous aurons le plaisir de vous présenter nos prestataires (coiffeur, maquilleur, fleuriste, photographe…), ils seront à l’écoute et à votre disposition afin que votre événement soit à la hauteur de vos espérances.",,https://www.instagram.com/lamaisondesoliviersmarrakech1/
Domaine de Tameslohte,Venue,Marrakech,06 66 64 45 80 ,domainedetam@outlook.com,"The charm of the estate and its 1.5-hectare garden make it an exceptional venue for your events.
A bucolic, bohemian or even Arabian Nights atmosphere...
You will be seduced by the green setting, the authenticity of the place and the beautiful services offered on site.
The estate's highlights: a magnificent garden for your secular ceremony, several spaces to welcome your guests and organize your wedding reception, whether seated or cocktail style:

a rooftop with views of the estate, the Atlas Mountains, and the sunset, a large 170 m² covered terrace, an area around the pool...

You can create different atmospheres and, above all, experience the wedding of your dreams by sharing unforgettable moments with all your loved ones.

The Domaine de Tameslohte can accommodate up to 42 people in its 15 superior rooms/suites.

(Outbuildings can be rented at an additional cost)

Privatize the estate and celebrate your wedding, birthday, bachelor or bachelorette party, seminar, or even the end-of-year holidays with family or friends under the Marrakech sun!
",,https://www.instagram.com/domainedetam/
Villa Laarissa,Venue,Marrakech,06 57400011,,"Vous souhaitez passer une soirée inoubliable, Villa Laarissa et son équipe vous proposent un magnifique espace à Marrakech. Quels que soient vos événements (mariage, baptême, naissance, célébration d’événement, anniversaire ou séminaire) nous exaucerons vos moindres désirs pour des moment inoubliables.",,https://www.instagram.com/villa_laarissa_marrakech/
Domaine Bahi ,Venue,Marrakech,0661-444592,,"Un mariage en plein air sous le ciel de Marrakech !
Le cadre idyllique du Domaine Bahi transforme chaque instant en une expérience magique. Entre ambiance bohème, décoration raffinée et nature luxuriante, célébrez votre amour dans un décor de rêve. 🌿🤍

💍 Votre mariage, votre style : brunch champêtre, dîner sous les étoiles, ou cérémonie en toute intimité… Nous réalisons vos envies !",,https://www.instagram.com/domaine_bahi/
YES WE KECH,Event Planner,Marrakech, 06 99 50 08 54,contact@yeswekech.com,"Spécialiste dans l’organisation d’évènements festifs et de programmes touristiques au Maroc.
Notre promesse : vous offrir notre créativité, notre imagination, notre parfaite connaissance de la ville ocre, notre carnet d’adresses… et surtout notre temps.
Un anniversaire que vous souhaitez mémorable, un enterrement de vie de jeune fille ou de garçon, un mariage, un séminaire ou tout autre envie de séjour sans fausse note : nous pourrons vous concocter un programme sur mesure.
Notre imagination et notre réseau de professionnels sauront vous satisfaire.
Que vous ayez besoin d’une suggestion ou que vous sachiez exactement ce dont vous avez envie : nous ferons en sorte que vos désirs deviennent réalité.
Nous souhaitons vous faire profiter des offres les plus exclusives et personnalisées en organisant et négociant pour vous au gré de vos souhaits,
vos goûts, vos finances…
Amateurs de sensations fortes, adeptes de bonnes tables, addicts du monde de la nuit : profitez de nos conseils et de notre temps… En allégeant le vôtre.
Yes We Kech, se fonde sur la conviction que vous clients (ou futurs clients) êtes de la plus haute importance.
Toute notre équipe s’applique à combler vos besoins et à vous offrir un service sur mesure.",,https://www.instagram.com/yes_we_kech_event/?hl=fr
